motif_id,motif_name,mean_importance,abs_mean_importance,mean_abs_importance,std_importance
M5227-1.02,tap,-0.004310617,0.004310617,0.072777025,0.093017355
M4730-1.02,Aef1,0.004277959,0.004277959,0.0121302195,0.017732613
M4783-1.02,Bteb2,0.0042507444,0.0042507444,0.16582635,0.20141245
M4922-1.02,dpn,-0.0042353743,0.0042353743,0.011583672,0.018818906
M5036-1.02,Hr78,0.0042119813,0.0042119813,0.09221241,0.10359415
M1091-1.02,eve,0.0041630357,0.0041630357,0.01108491,0.019717366
M4891-1.02,FBgn0262582,0.0039902693,0.0039902693,0.07998042,0.09692605
M1105-1.02,FBpp0292044,0.0039685224,0.0039685224,0.045013513,0.07276031
M4952-1.02,Ets96B,0.0039496166,0.0039496166,0.014119064,0.021206683
M4831-1.02,CG17181,-0.003849655,0.003849655,0.026725553,0.03905802
M5180-1.02,Scr,-0.003835836,0.003835836,0.048395645,0.07281412
M0736-1.02,(Mnf)_(Mus_musculus)_(DBD_0.79),-0.0037797724,0.0037797724,0.013487126,0.020443764
M5065-1.02,l(3)neo38,0.0036975774,0.0036975774,0.01586227,0.020964358
M2037-1.02,inv,0.0036459707,0.0036459707,0.1845832,0.20217524
M0596-1.02,(mip120)_(Drosophila_yakuba)_(DBD_0.99),0.0036342049,0.0036342049,0.06215046,0.07758677
M2247-1.02,btd,0.003541965,0.003541965,0.02350817,0.035461232
M5159-1.02,Poxn,-0.0035403927,0.0035403927,0.09743031,0.12357865
M5020-1.02,HLHm5,-0.0035192799,0.0035192799,0.088084064,0.110876925
M4843-1.02,CG32105,0.003494598,0.003494598,0.015420817,0.019476315
M5054-1.02,klu,-0.0034825618,0.0034825618,0.02764403,0.037857022
M2249-1.02,D,-0.003407441,0.003407441,0.04049635,0.046359636
M5142-1.02,pad,-0.0033766904,0.0033766904,0.013432665,0.016222741
M4824-1.02,CG14962,0.0033661365,0.0033661365,0.034141064,0.043141566
M5172-1.02,run,0.0033509883,0.0033509883,0.06984063,0.08582495
M5177-1.02,sage,-0.0032854888,0.0032854888,0.055498265,0.06549182
M6238-1.02,(CG11152)_(Homo_sapiens)_(DBD_0.50),-0.0032417686,0.0032417686,0.03485568,0.039473675
M6410-1.02,(toy)_(Homo_sapiens)_(DBD_0.84),0.0032134296,0.0032134296,0.027784113,0.040646102
M4892-1.02,ci,0.0031869996,0.0031869996,0.011357043,0.017953215
M4931-1.02,E5,-0.0031552983,0.0031552983,0.03897923,0.04808735
M1631-1.02,(H15)_(Mus_musculus)_(DBD_0.69),-0.0031169264,0.0031169264,0.016491232,0.021359568
M5167-1.02,rib,-0.0030938752,0.0030938752,0.23156519,0.25201
M4676-1.02,Myb,-0.0030708562,0.0030708562,0.36174184,0.41320145
M1100-1.02,Optix,-0.0030189415,0.0030189415,0.046808347,0.05848638
M4954-1.02,Ets98B,-0.0029866546,0.0029866546,0.014707943,0.01787883
M1854-1.02,dl,-0.0029664917,0.0029664917,0.01568803,0.01787949
M4769-1.02,bowl,0.0029655285,0.0029655285,0.10408133,0.14347869
M5011-1.02,HLH4C,0.0029052312,0.0029052312,0.17273746,0.2107057
M0740-1.02,slp1,0.0028889438,0.0028889438,0.0904542,0.1113487
M5215-1.02,sr,-0.002862522,0.002862522,0.033876482,0.047352392
M4927-1.02,dsx,0.002852013,0.002852013,0.12550619,0.15218373
M4823-1.02,CG13897,0.0027823078,0.0027823078,0.0340108,0.04703463
M2031-1.02,exd,0.0027234813,0.0027234813,0.009083568,0.0095988065
M2039-1.02,lbe,0.0027101184,0.0027101184,0.10706162,0.11541632
M4814-1.02,CG12236,0.0026433975,0.0026433975,0.02474064,0.032401696
M6537-1.02,(yps)_(Homo_sapiens)_(DBD_0.82),0.0025950442,0.0025950442,0.2015791,0.25476965
M5119-1.02,oc,-0.002503663,0.002503663,0.12998377,0.19370659
M5029-1.02,h,-0.0024322683,0.0024322683,0.0076843062,0.009141578
M5151-1.02,pho,0.0024220124,0.0024220124,0.02773234,0.042382132
M1974-1.02,Abd-B,-0.0024124251,0.0024124251,0.124721594,0.14294282
M4918-1.02,FBgn0262656,0.0023715664,0.0023715664,0.032878473,0.04987986
M1623-1.02,(bi)_(Nasonia_vitripennis)_(DBD_0.98),0.002354004,0.002354004,0.021112757,0.027197586
M4739-1.02,aop,-0.002330696,0.002330696,0.014164092,0.015993716
M4947-1.02,ERR,-0.002297371,0.002297371,0.06749147,0.07873651
M4865-1.02,CG4360,-0.002230374,0.002230374,0.03682314,0.045795843
M5211-1.02,sqz,-0.0021158992,0.0021158992,0.036621824,0.056143213
M5207-1.02,Sox14,-0.0020880823,0.0020880823,0.022436336,0.027766211
M5128-1.02,Oli,-0.002056858,0.002056858,0.019408798,0.03511854
M1993-1.02,CG9876,-0.00200449,0.00200449,0.026368063,0.03466799
M2251-1.02,gt,0.0019183651,0.0019183651,0.08715148,0.11176032
M5194-1.02,slbo,0.001916056,0.001916056,0.010936714,0.012272357
M4867-1.02,CG4854,0.0019073436,0.0019073436,0.032280445,0.048248366
M4997-1.02,hb,0.0019021453,0.0019021453,0.11327126,0.12915339
M0576-1.02,danr,-0.0018978405,0.0018978405,0.06752948,0.090136975
M5052-1.02,ken,0.0018269724,0.0018269724,0.025771582,0.036880888
M4901-1.02,D19A,0.0017246244,0.0017246244,0.016293852,0.02494837
M1918-1.02,Ubx,0.0017175098,0.0017175098,0.022172809,0.031434227
M4895-1.02,crc,-0.0017173437,0.0017173437,0.16153009,0.20507385
M4817-1.02,CG12605,-0.0016646577,0.0016646577,0.02266266,0.028858075
M4988-1.02,grh,-0.0016519417,0.0016519417,0.091515236,0.10428982
M5157-1.02,pnt,-0.0016005029,0.0016005029,0.005020065,0.008147765
M1094-1.02,zen2,0.0015707398,0.0015707398,0.013468345,0.027542347
M1223-1.02,(ey)_(Mus_musculus)_(DBD_0.89),-0.001566283,0.001566283,0.037321005,0.045269802
M4933-1.02,EcR,-0.0015650563,0.0015650563,0.0737845,0.08798579
M1092-1.02,Lim3,0.0015583192,0.0015583192,0.05119404,0.08953946
M4830-1.02,FBgn0262477,-0.0015248323,0.0015248323,0.014100428,0.02300419
M4722-1.02,ab,0.0014579074,0.0014579074,0.012565922,0.01527393
M4929-1.02,tgo,-0.0014321931,0.0014321931,0.0400386,0.048178975
M4897-1.02,CrebA,-0.0014099308,0.0014099308,0.05276614,0.069822155
M5081-1.02,lola,0.0014098671,0.0014098671,0.049567748,0.060846828
M1988-1.02,CG32532,0.0014067265,0.0014067265,0.01159996,0.025090374
M4863-1.02,CG4328,0.0014011121,0.0014011121,0.024224175,0.029940376
M4790-1.02,cad,-0.001400888,0.001400888,0.053761553,0.07392909
M5168-1.02,rn,-0.001273205,0.001273205,0.016766815,0.024840897
M2043-1.02,onecut,0.0012548242,0.0012548242,0.031686857,0.043001205
M4951-1.02,Ets65A,0.0012021573,0.0012021573,0.013284482,0.019007225
M5189-1.02,shn,0.0011900233,0.0011900233,0.014707561,0.020669226
M5025-1.02,HLHmgamma,-0.0011817344,0.0011817344,0.0025046098,0.0071797282
M2040-1.02,lbl,-0.0011758986,0.0011758986,0.007607205,0.011477009
M4974-1.02,fru,0.0011575052,0.0011575052,0.06112695,0.07856104
M4767-1.02,Blimp-1,-0.0011563661,0.0011563661,0.0062339506,0.014483655
M0111-1.02,retn,0.0011124357,0.0011124357,0.023844333,0.030492058
M5179-1.02,sc,0.0009372606,0.0009372606,0.008533146,0.019718735
M4882-1.02,CG8281,-0.00086274964,0.00086274964,0.035133958,0.038384937
M5023-1.02,HLHmbeta,-0.000861204,0.000861204,0.05611695,0.069447815
M2006-1.02,nub,0.00082463585,0.00082463585,0.06983785,0.08205635
M1093-1.02,so,0.0008051514,0.0008051514,0.07920011,0.0903487
M4971-1.02,Fer3,0.0006976099,0.0006976099,0.0062690023,0.013085545
M5348-1.02,(CG34340)_(Homo_sapiens)_(DBD_0.93),0.000682766,0.000682766,0.017032398,0.023819065
M5040-1.02,hth,0.0006709134,0.0006709134,0.015823059,0.019746864
M4842-1.02,CG31782,-0.0006369181,0.0006369181,0.02722306,0.036022127
M5174-1.02,Rx,-0.0006162448,0.0006162448,0.005064786,0.008760171
M4949-1.02,E(spl),0.0005986656,0.0005986656,0.005320147,0.014854177
M1095-1.02,bap,0.0005917321,0.0005917321,0.05007866,0.06311749
M1599-1.02,(Sox21b)_(Mus_musculus)_(DBD_0.93),-0.00056233915,0.00056233915,0.09678622,0.11141095
M5097-1.02,luna,-0.0005382948,0.0005382948,0.023465877,0.035167903
M4669-1.02,FBgn0262975,-0.0004384622,0.0004384622,0.03557879,0.04285273
M4837-1.02,CG3065,-0.00037847806,0.00037847806,0.006049826,0.010263149
M4872-1.02,CG5953,-0.00037151316,0.00037151316,0.029564956,0.034847226
M4675-1.02,Mef2,0.00036490778,0.00036490778,0.02414301,0.03312666
M5116-1.02,net,0.0003420588,0.0003420588,0.023213046,0.033197705
M5209-1.02,Sp1,-0.00032364458,0.00032364458,0.02783854,0.038192164
M4912-1.02,Dip3,-0.00029632705,0.00029632705,0.029825678,0.040107567
M1096-1.02,Gsc,0.00019820109,0.00019820109,0.021074045,0.027847841
M5219-1.02,sug,-0.0001933643,0.0001933643,0.013994484,0.023942098
M1869-1.02,(grn)_(Homo_sapiens)_(DBD_0.93),-0.00014657485,0.00014657485,0.07717008,0.088276625
M4811-1.02,FBgn0263239,7.569508e-05,7.569508e-05,0.014707419,0.01767393
M6374-1.02,(scro)_(Homo_sapiens)_(DBD_0.93),4.857081e-05,4.857081e-05,0.07709497,0.10179117
M2327-1.02,STAT92E,1.9010342e-05,1.9010342e-05,0.051282417,0.060626753
M5280-1.02,zen,1.5267916e-06,1.5267916e-06,0.05592465,0.08688371
M5064-1.02,l(1)sc,0.0,0.0,0.0,0.0
M2009-1.02,Pph13,0.0,0.0,0.0,0.0
M5273-1.02,wor,0.0,0.0,0.0,0.0
M5051-1.02,kay,0.0,0.0,0.0,0.0
M2007-1.02,OdsH,0.0,0.0,0.0,0.0
M2018-1.02,ap,0.0,0.0,0.0,0.0
